pixel#,intensity1,depth1,reflection1,absorption1,intensity2,depth2,reflection2,absorption2,D,iii,rrr,aaa
58,0.102272161,51.12868167,9.56245E-05,0.97033795,0.064667477,56.49049098,7.83349E-05,0.081115337,1.5758,0.166939638,0.000173959,1.051453287
59,0.098023269,51.54112854,9.41004E-05,0.983743734,0.068370029,56.07804411,7.94913E-05,0.093363652,1.5758,0.166393298,0.000173592,1.077107386
60,0.094338683,51.95357541,9.26123E-05,1,0.072072581,55.66559724,8.06736E-05,0.112362383,1.5758,0.166411265,0.000173286,1.112362383
61,0.089957013,52.36602228,9.11594E-05,0.983104826,0.07484243,55.25315037,8.18824E-05,0.073222241,1.5758,0.164799443,0.000173042,1.056327067
62,0.086587774,52.77846915,8.97403E-05,0.976496649,0.077838388,54.8407035,8.31185E-05,0.052253235,1.5758,0.164426162,0.000172859,1.028749884
63,0.08313555,53.19091602,8.83541E-05,0.980029721,0.081060456,54.42825663,8.43829E-05,0.027045639,1.5758,0.164196006,0.000172737,1.00707536
64,0.079998672,53.60336289,8.69998E-05,0.944407321,0.085582657,54.01580976,8.56764E-05,0.0280445,1.5758,0.16558133,0.000172676,0.972451821
65,0.075633599,54.01580976,8.56764E-05,0.956244201,0.087278483,53.60336289,8.69998E-05,0.07743968,1.5758,0.162912082,0.000172676,1.033683881
66,0.073027834,54.42825663,8.43829E-05,0.936618292,0.09199853,53.19091602,8.83541E-05,0.040755589,1.5758,0.165026364,0.000172737,0.977373882
67,0.068148247,54.8407035,8.31185E-05,0.982148727,0.096266358,52.77846915,8.97403E-05,0.030566125,1.5758,0.164414604,0.000172859,1.012714851
68,0.066372342,55.25315037,8.18824E-05,0.968972836,0.102088692,52.36602228,9.11594E-05,0.084707286,1.5758,0.168461034,0.000173042,1.053680123
69,0.061940881,55.66559724,8.06736E-05,0.982562146,0.103332297,51.95357541,9.26123E-05,0.101858644,1.5758,0.165273178,0.000173286,1.08442079
70,0.059750046,56.07804411,7.94913E-05,0.971764229,0.109324214,51.54112854,9.41004E-05,0.072705939,1.5758,0.169074259,0.000173592,1.044470167
71,0.057542613,56.49049098,7.83349E-05,0.950029774,0.112489754,51.12868167,9.56245E-05,0.056450153,1.5758,0.170032368,0.000173959,1.006479927
72,0.055019834,56.90293785,7.72035E-05,0.930346001,0.117294593,50.7162348,9.7186E-05,0,1.5758,0.172314427,0.00017439,0.930346001
73,0.051517817,57.31538472,7.60965E-05,0.975132825,0.121477629,50.30378793,9.87861E-05,0.072963645,1.5758,0.172995446,0.000174883,1.04809647
74,0.049775107,57.72783159,7.50131E-05,0.905755168,0.128034821,49.89134106,0.000100426,0.079042133,1.5758,0.177809928,0.000175439,0.984797301
75,0.046538647,58.14027846,7.39526E-05,0.94274451,0.131454736,49.47889419,0.000102107,0.055388596,1.5758,0.177993382,0.00017606,0.998133106
76,0.045194271,58.55272533,7.29145E-05,0.903265681,0.137164015,49.06644732,0.000103831,0.124076322,1.5758,0.182358285,0.000176745,1.027342003
77,0.043152811,58.9651722,7.18981E-05,0.89667918,0.144597383,48.65400045,0.000105598,0.034826941,1.5758,0.187750194,0.000177496,0.931506121
78,0.040679823,59.37761907,7.09028E-05,0.845206682,0.150278398,48.24155358,0.000107412,0.061482514,1.5758,0.190958221,0.000178314,0.906689196
79,0.039318849,59.79006594,6.99281E-05,0.870861378,0.155337611,47.82910671,0.000109272,0.081267851,1.5758,0.19465646,0.0001792,0.952129229
80,0.036480722,60.20251281,6.89733E-05,0.859617384,0.160764252,47.41665984,0.000111181,0.077201201,1.5758,0.197244974,0.000180154,0.936818585
81,0.036331347,60.61495968,6.80379E-05,0.849054352,0.16864984,47.00421297,0.00011314,0.101205807,1.5758,0.204981188,0.000181178,0.950260159
82,0.033028497,61.02740656,6.71214E-05,0.858638173,0.17376558,46.5917661,0.000115152,0.059924667,1.5758,0.206794078,0.000182273,0.91856284
83,0.03223183,61.43985343,6.62233E-05,0.795950357,0.180718465,46.17931923,0.000117218,0.104880883,1.5758,0.212950295,0.000183441,0.900831241
84,0.030638496,61.8523003,6.53431E-05,0.732391137,0.190130296,45.76687235,0.00011934,0.10235032,1.5758,0.220768792,0.000184683,0.834741457
85,0.029626064,62.26474717,6.44804E-05,0.74217439,0.197281027,45.35442548,0.00012152,0.083151775,1.5758,0.226907091,0.000186,0.825326165
86,0.027833563,62.67719404,6.36346E-05,0.797750496,0.203583844,44.94197861,0.00012376,0.134424788,1.5758,0.231417407,0.000187395,0.932175284
87,0.026505784,63.08964091,6.28053E-05,0.757950314,0.21039541,44.52953174,0.000126063,0.113097071,1.5758,0.236901194,0.000188869,0.871047385
88,0.026389603,63.50208778,6.19922E-05,0.726193864,0.221503067,44.11708487,0.000128431,0.11901792,1.5758,0.24789267,0.000190423,0.845211783
89,0.023916615,63.91453465,6.11948E-05,0.707937443,0.231367118,43.704638,0.000130866,0.088738698,1.5758,0.255283733,0.000192061,0.796676141
90,0.023634462,64.32698152,6.04126E-05,0.715831789,0.240976795,43.29219113,0.000133371,0.080094388,1.5758,0.264611258,0.000193784,0.795926176
91,0.021858558,64.73942839,5.96453E-05,0.647265069,0.249936407,42.87974426,0.000135949,0.112233227,1.5758,0.271794965,0.000195595,0.759498296
92,0.021045294,65.15187526,5.88926E-05,0.652950703,0.259998304,42.46729739,0.000138602,0.121240409,1.5758,0.281043598,0.000197495,0.774191112
93,0.020580571,65.56432213,5.8154E-05,0.612987149,0.272575676,42.05485052,0.000141334,0.11911891,1.5758,0.293156247,0.000199488,0.732106059
94,0.018406334,65.976769,5.74292E-05,0.618125043,0.280856957,41.64240365,0.000144147,0.130423285,1.5758,0.299263291,0.000201576,0.748548328
95,0.018090986,66.38921587,5.67179E-05,0.591576392,0.289194766,41.22995678,0.000147045,0.137088568,1.5758,0.307285752,0.000203763,0.72866496
96,0.017211333,66.80166274,5.60197E-05,0.562370482,0.301574291,40.81750991,0.000150031,0.157190917,1.5758,0.318785624,0.000206051,0.719561399
97,0.016165707,67.21410961,5.53344E-05,0.576466182,0.312286255,40.40506304,0.000153109,0.147841201,1.5758,0.328451962,0.000208444,0.724307384
98,0.016099318,67.62655648,5.46615E-05,0.522317413,0.3248071,39.99261617,0.000156283,0.085042327,1.5758,0.340906418,0.000210945,0.60735974
99,0.014771539,68.03900335,5.40009E-05,0.457227628,0.340210848,39.5801693,0.000159557,0.091442533,1.5758,0.354982387,0.000213558,0.548670161
100,0.013709316,68.45145022,5.33521E-05,0.541594616,0.349735734,39.16772243,0.000162934,0.091442533,1.5758,0.36344505,0.000216286,0.633037149
101,0.013593135,68.86389709,5.2715E-05,0.480162596,0.363895876,38.75527556,0.00016642,0.091442533,1.5758,0.377489012,0.000219135,0.571605129
102,0.012564107,69.27634396,5.20892E-05,0.467908356,0.376755886,38.34282869,0.000170019,0.091442533,1.5758,0.389319993,0.000222108,0.559350889
103,0.011784037,69.68879083,5.14745E-05,0.402088723,0.391255193,37.93038182,0.000173736,0.091442533,1.5758,0.40303923,0.000225211,0.493531256
104,0.011385703,70.1012377,5.08706E-05,0.36485474,0.407195953,37.51793495,0.000177576,0.091442533,1.5758,0.418581656,0.000228447,0.456297273
105,0.010738411,70.51368457,5.02772E-05,0.429441357,0.424210735,37.10548808,0.000181545,0.091442533,1.5758,0.434949146,0.000231822,0.52088389
106,0.009991535,70.92613144,4.96942E-05,0.425073065,0.439727537,36.69304121,0.000185649,0.091442533,1.5758,0.449719073,0.000235343,0.516515598
107,0.009642993,71.33857831,4.91213E-05,0.336858101,0.456035725,36.28059434,0.000189893,0.091442533,1.5758,0.465678719,0.000239014,0.428300634
108,0.00984216,71.75102518,4.85582E-05,0.313877481,0.47720528,35.86814747,0.000194284,0.091442533,1.5758,0.48704744,0.000242843,0.405320014
109,0.008414798,72.16347205,4.80048E-05,0.31729686,0.491987225,35.4557006,0.00019883,0.091442533,1.5758,0.500402023,0.000246835,0.408739393
110,0.007634728,72.57591892,4.74607E-05,0.301185437,0.511347899,35.04325373,0.000203537,0.091442533,1.5758,0.518982627,0.000250997,0.39262797
111,0.007053825,72.98836579,4.69259E-05,0.237128141,0.531132529,34.63080686,0.000208413,0.091442533,1.5758,0.538186354,0.000255339,0.328570674
112,0.007651325,73.40081266,4.64E-05,0.238192888,0.553432633,34.21835999,0.000213466,0.091442533,1.5758,0.561083959,0.000259866,0.329635421
113,0.006389935,73.81325953,4.58829E-05,0.222517371,0.574884825,33.80591312,0.000218705,0.091442533,1.5758,0.581274761,0.000264588,0.313959904
114,0.005493685,74.2257064,4.53745E-05,0.23343685,0.596421808,33.39346625,0.00022414,0.091442533,1.5758,0.601915493,0.000269515,0.324879383
115,0.005244726,74.63815327,4.48744E-05,0.231133975,0.618269693,32.98101938,0.00022978,0.091442533,1.5758,0.623514419,0.000274654,0.322576508
116,0.005593268,75.05060014,4.43826E-05,0.263422444,0.643254854,32.56857251,0.000235635,0.091442533,1.5758,0.648848122,0.000280018,0.354864977
117,0.004531045,75.46304701,4.38988E-05,0.226360201,0.668155225,32.15612564,0.000241717,0.091442533,1.5758,0.67268627,0.000285616,0.317802734
118,0.004348476,75.87549388,4.34228E-05,0.227974604,0.691755462,31.74367877,0.000248038,0.091442533,1.5758,0.696103938,0.000291461,0.319417137
119,0.0036016,76.28794076,4.29546E-05,0.022475476,0.718464713,31.3312319,0.000254609,0.091442533,1.5758,0.722066313,0.000297564,0.113918009
120,0.003502017,76.70038763,4.24939E-05,0.139853382,0.746982844,30.91878503,0.000261446,0.091442533,1.5758,0.75048486,0.00030394,0.231295915
121,0.003170072,77.1128345,4.20406E-05,0.156515467,0.776377152,30.50633815,0.000268561,0.091442533,1.5758,0.779547223,0.000310602,0.247958
122,0.002937711,77.52528137,4.15944E-05,0.122437948,0.805771459,30.09389128,0.000275971,0.091442533,1.5758,0.80870917,0.000317565,0.213880481
123,0.002489585,77.93772824,4.11554E-05,0.078158053,0.83917922,29.68144441,0.000283692,0.091442533,1.5758,0.841668806,0.000324847,0.169600586
124,0.001775904,78.35017511,4.07232E-05,0.079477556,0.871993443,29.26899754,0.000291741,0.091442533,1.5758,0.873769347,0.000332464,0.170920089
125,0.001975071,78.76262198,4.02979E-05,0.039136491,0.900992058,28.85655067,0.000300138,0.091442533,1.5758,0.902967129,0.000340436,0.130579024
126,0.001327779,79.17506885,3.98791E-05,0.027121051,0.933325796,28.4441038,0.000308902,0.091442533,1.5758,0.934653575,0.000348782,0.118563584
127,0.001145209,79.58751572,3.94669E-05,0.085589856,0.971623188,28.03165693,0.000318057,0.091442533,1.5758,0.972768397,0.000357523,0.177032389
128,0,79.99996259,3.9061E-05,0,1,27.61921006,0.000327624,0.091442533,1.5758,1,0.000366685,0.091442533
1,1,27.61921006,0.000327624,0.181281753,0.000113055,79.99996259,3.9061E-05,0.068191029,1.5758,1.000113055,0.000366685,0.249472782
2,0.962623027,28.03165693,0.000318057,0.181281753,0.001102287,79.58751572,3.94669E-05,0.038107132,1.5758,0.963725314,0.000357523,0.219388884
3,0.929163001,28.4441038,0.000308902,0.181281753,0,79.17506885,3.98791E-05,0,1.5758,0.929163001,0.000348782,0.181281753
4,0.894590961,28.85655067,0.000300138,0.181281753,0.001837144,78.76262198,4.02979E-05,0.226784352,1.5758,0.896428105,0.000340436,0.408066105
5,0.859471212,29.26899754,0.000291741,0.181281753,0.000819649,78.35017511,4.07232E-05,0.256454962,1.5758,0.860290861,0.000332464,0.437736714
6,0.828533966,29.68144441,0.000283692,0.181281753,0.002430683,77.93772824,4.11554E-05,0.158132976,1.5758,0.830964649,0.000324847,0.339414728
7,0.796916234,30.09389128,0.000275971,0.181281753,0.001667562,77.52528137,4.15944E-05,0.23221422,1.5758,0.798583795,0.000317565,0.413495973
8,0.768103434,30.50633815,0.000268561,0.181281753,0.002798112,77.1128345,4.20406E-05,0.089642376,1.5758,0.770901546,0.000310602,0.270924129
9,0.737564522,30.91878503,0.000261446,0.181281753,0.00180888,76.70038763,4.24939E-05,0.339877762,1.5758,0.739373402,0.00030394,0.521159515
10,0.71104214,31.3312319,0.000254609,0.181281753,0.003674288,76.28794076,4.29546E-05,0.065933419,1.5758,0.714716429,0.000297564,0.247215172
11,0.683274966,31.74367877,0.000248038,0.181281753,0.004069981,75.87549388,4.34228E-05,0.219404192,1.5758,0.687344947,0.000291461,0.400685944
12,0.65552439,32.15612564,0.000241717,0.181281753,0.005398378,75.46304701,4.38988E-05,0.185261415,1.5758,0.660922767,0.000285616,0.366543168
13,0.628321522,32.56857251,0.000235635,0.181281753,0.003250332,75.05060014,4.43826E-05,0.210983742,1.5758,0.631571854,0.000280018,0.392265495
14,0.604985809,32.98101938,0.00022978,0.181281753,0.004776575,74.63815327,4.48744E-05,0.257297327,1.5758,0.609762384,0.000274654,0.43857908
15,0.583326418,33.39346625,0.00022414,0.181281753,0.006641983,74.2257064,4.53745E-05,0.202003307,1.5758,0.589968401,0.000269515,0.383285059
16,0.55750112,33.80591312,0.000218705,0.181281753,0.006528928,73.81325953,4.58829E-05,0.339354914,1.5758,0.564030048,0.000264588,0.520636667
17,0.536024298,34.21835999,0.000213466,0.181281753,0.006331082,73.40081266,4.64E-05,0.25952441,1.5758,0.54235538,0.000259866,0.440806163
18,0.516788103,34.63080686,0.000208413,0.181281753,0.006952884,72.98836579,4.69259E-05,0.322160533,1.5758,0.523740987,0.000255339,0.503442286
19,0.496174337,35.04325373,0.000203537,0.181281753,0.007829061,72.57591892,4.74607E-05,0.33156894,1.5758,0.504003398,0.000250997,0.512850692
20,0.477884184,35.4557006,0.00019883,0.181281753,0.008394336,72.16347205,4.80048E-05,0.310578579,1.5758,0.48627852,0.000246835,0.491860332
21,0.461386533,35.86814747,0.000194284,0.181281753,0.008931347,71.75102518,4.85582E-05,0.34965491,1.5758,0.47031788,0.000242843,0.530936663
22,0.442349505,36.28059434,0.000189893,0.181281753,0.010514118,71.33857831,4.91213E-05,0.384980488,1.5758,0.452863622,0.000239014,0.56626224
23,0.423959768,36.69304121,0.000185649,0.181281753,0.010061898,70.92613144,4.96942E-05,0.334342667,1.5758,0.434021666,0.000235343,0.51562442
24,0.408540937,37.10548808,0.000181545,0.176589138,0.010485854,70.51368457,5.02772E-05,0.471178806,1.5758,0.419026791,0.000231822,0.647767944
25,0.392176063,37.51793495,0.000177576,0.182529546,0.012238207,70.1012377,5.08706E-05,0.394812828,1.5758,0.40441427,0.000228447,0.577342374
26,0.377919039,37.93038182,0.000173736,0.150109915,0.012322998,69.68879083,5.14745E-05,0.386292639,1.5758,0.390242037,0.000225211,0.536402553
27,0.363313472,38.34282869,0.000170019,0.148003417,0.01308612,69.27634396,5.20892E-05,0.387888676,1.5758,0.376399592,0.000222108,0.535892093
28,0.348209988,38.75527556,0.00016642,0.180646798,0.014160142,68.86389709,5.2715E-05,0.440423064,1.5758,0.362370131,0.000219135,0.621069861
29,0.336293174,39.16772243,0.000162934,0.156023267,0.015827704,68.45145022,5.33521E-05,0.382908961,1.5758,0.352120878,0.000216286,0.538932228
30,0.322002954,39.5801693,0.000159557,0.117819049,0.016082078,68.03900335,5.40009E-05,0.333081301,1.5758,0.338085032,0.000213558,0.45090035
31,0.30834343,39.99261617,0.000156283,0.174881879,0.015629858,67.62655648,5.46615E-05,0.466703691,1.5758,0.323973288,0.000210945,0.64158557
32,0.29735606,40.40506304,0.000153109,0.134656748,0.017834431,67.21410961,5.53344E-05,0.46252532,1.5758,0.315190491,0.000208444,0.597182068
33,0.286053344,40.81750991,0.000150031,0.12688852,0.018795399,66.80166274,5.60197E-05,0.509363292,1.5758,0.304848742,0.000206051,0.636251812
34,0.273920765,41.22995678,0.000147045,0.165983478,0.019191091,66.38921587,5.67179E-05,0.575436269,1.5758,0.293111856,0.000203763,0.741419747
35,0.264742494,41.64240365,0.000144147,0.131534915,0.021084763,65.976769,5.74292E-05,0.517812876,1.5758,0.285827257,0.000201576,0.649347791
36,0.252609915,42.05485052,0.000141334,0.113705786,0.021904412,65.56432213,5.8154E-05,0.560281067,1.5758,0.274514327,0.000199488,0.673986852
37,0.245074771,42.46729739,0.000138602,0.119469106,0.023119754,65.15187526,5.88926E-05,0.528386801,1.5758,0.268194524,0.000197495,0.647855907
38,0.234103998,42.87974426,0.000135949,0.108997588,0.025041689,64.73942839,5.96453E-05,0.539695895,1.5758,0.259145687,0.000195595,0.648693483
39,0.230535593,43.29219113,0.000133371,0,0.026483141,64.32698152,6.04126E-05,0.51250954,1.5758,0.257018733,0.000193784,0.51250954
40,0.215083567,43.704638,0.000130866,0.115532055,0.026991888,63.91453465,6.11948E-05,0.591203002,1.5758,0.242075455,0.000192061,0.706735057
41,0.207100297,44.11708487,0.000128431,0.118739757,0.027698482,63.50208778,6.19922E-05,0.569266052,1.5758,0.234798779,0.000190423,0.688005809
42,0.197739457,44.52953174,0.000126063,0.121715268,0.030355275,63.08964091,6.28053E-05,0.649279009,1.5758,0.228094732,0.000188869,0.770994277
43,0.189042506,44.94197861,0.00012376,0.100436486,0.031061869,62.67719404,6.36346E-05,0.650757319,1.5758,0.220104375,0.000187395,0.751193805
44,0.182387014,45.35442548,0.00012152,0.121732389,0.033718663,62.26474717,6.44804E-05,0.672551139,1.5758,0.216105677,0.000186,0.794283528
45,0.17485187,45.76687235,0.00011934,0.10091317,0.034368729,61.8523003,6.53431E-05,0.709315276,1.5758,0.209220599,0.000184683,0.810228446
46,0.168744087,46.17931923,0.000117218,0.111011812,0.038495238,61.43985343,6.62233E-05,0.665300014,1.5758,0.207239325,0.000183441,0.776311826
47,0.161673665,46.5917661,0.000115152,0.100162232,0.038043017,61.02740656,6.71214E-05,0.706486822,1.5758,0.199716683,0.000182273,0.806649054
48,0.153706992,47.00421297,0.00011314,0.136408027,0.040417173,60.61495968,6.80379E-05,0.765931704,1.5758,0.194124165,0.000181178,0.902339731
49,0.148694627,47.41665984,0.000111181,0.090737641,0.041943416,60.20251281,6.89733E-05,0.753235328,1.5758,0.190638043,0.000180154,0.843972969
50,0.143001776,47.82910671,0.000109272,0.065683223,0.047370057,59.79006594,6.99281E-05,0.758575411,1.5758,0.190371833,0.0001792,0.824258634
51,0.138703092,48.24155358,0.000107412,0.089759858,0.048726718,59.37761907,7.09028E-05,0.767537165,1.5758,0.18742981,0.000178314,0.857297023
52,0.131566281,48.65400045,0.000105598,0.077515976,0.0488963,58.9651722,7.18981E-05,0.756694711,1.5758,0.180462581,0.000177496,0.834210686
53,0.12598961,49.06644732,0.000103831,0.106458949,0.051863995,58.55272533,7.29145E-05,0.814989399,1.5758,0.177853605,0.000176745,0.921448349
54,0.120811273,49.47889419,0.000102107,0.077783042,0.053616348,58.14027846,7.39526E-05,0.72742907,1.5758,0.174427621,0.00017606,0.805212111
55,0.116844534,49.89134106,0.000100426,0.088075517,0.055396964,57.72783159,7.50131E-05,0.854347517,1.5758,0.172241498,0.000175439,0.942423033
56,0.110371612,50.30378793,9.87861E-05,0.083534953,0.058421187,57.31538472,7.60965E-05,0.7999395,1.5758,0.168792799,0.000174883,0.883474453
57,0.107433902,50.7162348,9.7186E-05,0.104488576,0.063028179,56.90293785,7.72035E-05,0.85019705,1.5758,0.17046208,0.00017439,0.954685627
58,0.102272161,51.12868167,9.56245E-05,0.05520974,0.064667477,56.49049098,7.83349E-05,0.801887674,1.5758,0.166939638,0.000173959,0.857097414
59,0.098023269,51.54112854,9.41004E-05,0.072482925,0.068370029,56.07804411,7.94913E-05,0.834101706,1.5758,0.166393298,0.000173592,0.906584632
60,0.094338683,51.95357541,9.26123E-05,0.059325899,0.072072581,55.66559724,8.06736E-05,0.793437469,1.5758,0.166411265,0.000173286,0.852763368
61,0.089957013,52.36602228,9.11594E-05,0.083006873,0.07484243,55.25315037,8.18824E-05,0.843687551,1.5758,0.164799443,0.000173042,0.926694424
62,0.086587774,52.77846915,8.97403E-05,0.104696963,0.077838388,54.8407035,8.31185E-05,0.814576277,1.5758,0.164426162,0.000172859,0.91927324
63,0.08313555,53.19091602,8.83541E-05,0.05549407,0.081060456,54.42825663,8.43829E-05,0.860101098,1.5758,0.164196006,0.000172737,0.915595167
64,0.079998672,53.60336289,8.69998E-05,0.09054581,0.085582657,54.01580976,8.56764E-05,0.890225504,1.5758,0.16558133,0.000172676,0.980771314
65,0.075633599,54.01580976,8.56764E-05,0.100967247,0.087278483,53.60336289,8.69998E-05,0.927263614,1.5758,0.162912082,0.000172676,1.028230861
66,0.073027834,54.42825663,8.43829E-05,0.101641331,0.09199853,53.19091602,8.83541E-05,0.89129897,1.5758,0.165026364,0.000172737,0.992940301
67,0.068148247,54.8407035,8.31185E-05,0.09677338,0.096266358,52.77846915,8.97403E-05,0.905886255,1.5758,0.164414604,0.000172859,1.002659635
68,0.066372342,55.25315037,8.18824E-05,0.11219616,0.102088692,52.36602228,9.11594E-05,0.935886705,1.5758,0.168461034,0.000173042,1.048082866
69,0.061940881,55.66559724,8.06736E-05,0.129867594,0.103332297,51.95357541,9.26123E-05,0.95910143,1.5758,0.165273178,0.000173286,1.088969024
70,0.059750046,56.07804411,7.94913E-05,0.121410402,0.109324214,51.54112854,9.41004E-05,0.926405093,1.5758,0.169074259,0.000173592,1.047815494
71,0.057542613,56.49049098,7.83349E-05,0.140330766,0.112489754,51.12868167,9.56245E-05,0.959725527,1.5758,0.170032368,0.000173959,1.100056293
72,0.055019834,56.90293785,7.72035E-05,0.144232263,0.117294593,50.7162348,9.7186E-05,0.9661367,1.5758,0.172314427,0.00017439,1.110368963
73,0.051517817,57.31538472,7.60965E-05,0.148693224,0.121477629,50.30378793,9.87861E-05,0.969404974,1.5758,0.172995446,0.000174883,1.118098197
74,0.049775107,57.72783159,7.50131E-05,0.146333902,0.128034821,49.89134106,0.000100426,0.967559064,1.5758,0.177809928,0.000175439,1.113892966
75,0.046538647,58.14027846,7.39526E-05,0.154815487,0.131454736,49.47889419,0.000102107,0.986451916,1.5758,0.177993382,0.00017606,1.141267404
76,0.045194271,58.55272533,7.29145E-05,0.152611283,0.137164015,49.06644732,0.000103831,0.986525591,1.5758,0.182358285,0.000176745,1.139136875
77,0.043152811,58.9651722,7.18981E-05,0.202819141,0.144597383,48.65400045,0.000105598,1,1.5758,0.187750194,0.000177496,1.202819141
78,0.040679823,59.37761907,7.09028E-05,0.198222398,0.150278398,48.24155358,0.000107412,0.95446836,1.5758,0.190958221,0.000178314,1.152690758
79,0.039318849,59.79006594,6.99281E-05,0.19600383,0.155337611,47.82910671,0.000109272,0.974436898,1.5758,0.19465646,0.0001792,1.170440727
80,0.036480722,60.20251281,6.89733E-05,0.216099878,0.160764252,47.41665984,0.000111181,0.98751645,1.5758,0.197244974,0.000180154,1.203616327
81,0.036331347,60.61495968,6.80379E-05,0.19963962,0.16864984,47.00421297,0.00011314,0.994980465,1.5758,0.204981188,0.000181178,1.194620085
82,0.033028497,61.02740656,6.71214E-05,0.216826459,0.17376558,46.5917661,0.000115152,0.975211151,1.5758,0.206794078,0.000182273,1.19203761
83,0.03223183,61.43985343,6.62233E-05,0.258685768,0.180718465,46.17931923,0.000117218,0.991062757,1.5758,0.212950295,0.000183441,1.249748525
84,0.030638496,61.8523003,6.53431E-05,0.264280156,0.190130296,45.76687235,0.00011934,0.974514671,1.5758,0.220768792,0.000184683,1.238794826
85,0.029626064,62.26474717,6.44804E-05,0.236055246,0.197281027,45.35442548,0.00012152,0.957064982,1.5758,0.226907091,0.000186,1.193120228
86,0.027833563,62.67719404,6.36346E-05,0.303493297,0.203583844,44.94197861,0.00012376,0.986892024,1.5758,0.231417407,0.000187395,1.290385321
87,0.026505784,63.08964091,6.28053E-05,0.32090787,0.21039541,44.52953174,0.000126063,0.955001354,1.5758,0.236901194,0.000188869,1.275909223
88,0.026389603,63.50208778,6.19922E-05,0.309233661,0.221503067,44.11708487,0.000128431,0.972785698,1.5758,0.24789267,0.000190423,1.28201936
89,0.023916615,63.91453465,6.11948E-05,0.300018121,0.231367118,43.704638,0.000130866,0.923815227,1.5758,0.255283733,0.000192061,1.223833348
90,0.023634462,64.32698152,6.04126E-05,0.227815054,0.240976795,43.29219113,0.000133371,0.868888277,1.5758,0.264611258,0.000193784,1.096703331
91,0.021858558,64.73942839,5.96453E-05,0.357382584,0.249936407,42.87974426,0.000135949,0.932607195,1.5758,0.271794965,0.000195595,1.289989779
92,0.021045294,65.15187526,5.88926E-05,0.332585591,0.259998304,42.46729739,0.000138602,0.894818466,1.5758,0.281043598,0.000197495,1.227404057
93,0.020580571,65.56432213,5.8154E-05,0.397365959,0.272575676,42.05485052,0.000141334,0.859300568,1.5758,0.293156247,0.000199488,1.256666527
94,0.018406334,65.976769,5.74292E-05,0.383135924,0.280856957,41.64240365,0.000144147,0.872942048,1.5758,0.299263291,0.000201576,1.256077972
95,0.018090986,66.38921587,5.67179E-05,0.382187765,0.289194766,41.22995678,0.000147045,0.857808967,1.5758,0.307285752,0.000203763,1.239996731
96,0.017211333,66.80166274,5.60197E-05,0.399862397,0.301574291,40.81750991,0.000150031,0.848256169,1.5758,0.318785624,0.000206051,1.248118566
97,0.016165707,67.21410961,5.53344E-05,0.421108687,0.312286255,40.40506304,0.000153109,0.820750592,1.5758,0.328451962,0.000208444,1.24185928
98,0.016099318,67.62655648,5.46615E-05,0.430418856,0.3248071,39.99261617,0.000156283,0.795346521,1.5758,0.340906418,0.000210945,1.225765377
99,0.014771539,68.03900335,5.40009E-05,0.388946579,0.340210848,39.5801693,0.000159557,0.726630843,1.5758,0.354982387,0.000213558,1.115577422
100,0.013709316,68.45145022,5.33521E-05,0.506921061,0.349735734,39.16772243,0.000162934,0.752140993,1.5758,0.36344505,0.000216286,1.259062054
101,0.013593135,68.86389709,5.2715E-05,0.447491955,0.363895876,38.75527556,0.00016642,0.746574381,1.5758,0.377489012,0.000219135,1.194066336
102,0.012564107,69.27634396,5.20892E-05,0.485039572,0.376755886,38.34282869,0.000170019,0.741860052,1.5758,0.389319993,0.000222108,1.226899624
103,0.011784037,69.68879083,5.14745E-05,0.52588795,0.391255193,37.93038182,0.000173736,0.722113572,1.5758,0.40303923,0.000225211,1.248001522
104,0.011385703,70.1012377,5.08706E-05,0.517709437,0.407195953,37.51793495,0.000177576,0.694477548,1.5758,0.418581656,0.000228447,1.212186986
105,0.010738411,70.51368457,5.02772E-05,0.584242461,0.424210735,37.10548808,0.000181545,0.676678689,1.5758,0.434949146,0.000231822,1.26092115
106,0.009991535,70.92613144,4.96942E-05,0.562439022,0.439727537,36.69304121,0.000185649,0.673119021,1.5758,0.449719073,0.000235343,1.235558043
107,0.009642993,71.33857831,4.91213E-05,0.530205944,0.456035725,36.28059434,0.000189893,0.625511191,1.5758,0.465678719,0.000239014,1.155717135
108,0.00984216,71.75102518,4.85582E-05,0.647522156,0.47720528,35.86814747,0.000194284,0.583852763,1.5758,0.48704744,0.000242843,1.231374918
109,0.008414798,72.16347205,4.80048E-05,0.635910528,0.491987225,35.4557006,0.00019883,0.589271396,1.5758,0.500402023,0.000246835,1.225181924
110,0.007634728,72.57591892,4.74607E-05,0.5867008,0.511347899,35.04325373,0.000203537,0.58482087,1.5758,0.518982627,0.000250997,1.17152167
111,0.007053825,72.98836579,4.69259E-05,0.662692556,0.531132529,34.63080686,0.000208413,0.532795333,1.5758,0.538186354,0.000255339,1.195487889
112,0.007651325,73.40081266,4.64E-05,0.573392687,0.553432633,34.21835999,0.000213466,0.550508558,1.5758,0.561083959,0.000259866,1.123901245
113,0.006389935,73.81325953,4.58829E-05,0.617796208,0.574884825,33.80591312,0.000218705,0.55640915,1.5758,0.581274761,0.000264588,1.174205358
114,0.005493685,74.2257064,4.53745E-05,0.59846597,0.596421808,33.39346625,0.00022414,0.519271923,1.5758,0.601915493,0.000269515,1.117737892
